"screen_name","created_at","tweet_id","text","extended_tweet","in_reply_to_screen_name","in_reply_to_status_id","retweet_count","favorite_count","truncated","language","in_reply_to_user_id"
"Cognizant","2020-05-06 00:00:00","1257822386709123073","Here’s to the resiliency of our clients — #COVID19 has galvanized a remarkable wave of #innovation and a rapid tran… https://t.co/KjmAInJ6xP","Here’s to the resiliency of our clients — #COVID19 has galvanized a remarkable wave of #innovation and a rapid tran… https://t.co/KjmAInJ6xP",,,"1","19",,"en",
"CDWCorp","2020-05-06 00:00:06","1257822409597636608","Where did the #cloud begin? Explore its humble beginnings and how its evolved via @ciodive https://t.co/PsQ1R7GETo","Where did the #cloud begin? Explore its humble beginnings and how its evolved via @ciodive https://t.co/PsQ1R7GETo",,,"2","1",,"en",
"GoldmanSachs","2020-05-06 00:00:17","1257822455709741059","Ashish Shah, co-chief investment officer for #GSAM’s Global Fixed Income, discusses the wave of fallen angels and w… https://t.co/LvAxhUjyP5","Ashish Shah, co-chief investment officer for #GSAM’s Global Fixed Income, discusses the wave of fallen angels and w… https://t.co/LvAxhUjyP5",,,"2","12",,"en",
"LamResearch","2020-05-06 00:00:23","1257822483647954944","Never say never 😤. Researchers at @UofMaryland developed a new way to mix immiscible, or unmixable, metals at the… https://t.co/2uUJvJ9hqy","Never say never 😤. Researchers at @UofMaryland developed a new way to mix immiscible, or unmixable, metals at the… https://t.co/2uUJvJ9hqy",,,"0","0",,"en",
"HomeDepot","2020-05-06 00:00:26","1257822495136190466","Give mom the perfect gift this #MothersDay—a card you can color together. Download The Home Depot coloring pages no… https://t.co/ivwpL9WAVf","Give mom the perfect gift this #MothersDay—a card you can color together. Download The Home Depot coloring pages no… https://t.co/ivwpL9WAVf",,,"8","47",,"en",
"Verizon","2020-05-06 00:02:00","1257822889002369029","And we’re live! @FaZeClan pros @NateHillTV and @FaZeSway team up with sportscaster @Buck and actor @TheOliverHudson… https://t.co/f42iMCECzp","And we’re live! @FaZeClan pros @NateHillTV and @FaZeSway team up with sportscaster @Buck and actor @TheOliverHudson… https://t.co/f42iMCECzp",,,"24","80",,"en",
"PayPal","2020-05-06 00:02:12","1257822937647738880","Hey #PayItForwardLIVE viewers: If you’re a small business or work for an affected small business, drop your PayPal… https://t.co/d8l2LABM1A","Hey #PayItForwardLIVE viewers: If you’re a small business or work for an affected small business, drop your PayPal… https://t.co/d8l2LABM1A",,,"149","379",,"en",
"Fortinet","2020-05-06 00:13:01","1257825659608616960","#Fortinet, Salesforce @trailhead, @GlobalCyberAlln and @WEFCybersec teamed up to provide accessible cyber education… https://t.co/goZbcYCxth","#Fortinet, Salesforce @trailhead, @GlobalCyberAlln and @WEFCybersec teamed up to provide accessible cyber education… https://t.co/goZbcYCxth",,,"9","16",,"en",
"EXPD_Official","2020-05-06 00:15:04","1257826178016194561","APHIS Announces Online Permits for Fresh Fruit and Vegetable Imports
https://t.co/9PDdhpwswy","APHIS Announces Online Permits for Fresh Fruit and Vegetable Imports
https://t.co/9PDdhpwswy",,,"0","1",,"en",
"F5Networks","2020-05-06 00:15:07","1257826187612753932","F5's Ian Jones shares how we are taking a Human-First approach as customers swiftly adapt to #COVID19:… https://t.co/GBsNuvSJTW","F5's Ian Jones shares how we are taking a Human-First approach as customers swiftly adapt to #COVID19:… https://t.co/GBsNuvSJTW",,,"4","5",,"en",
"HIIndustries","2020-05-06 00:23:48","1257828374904541186","Shipbuilders at #IngallsShipbuilding in Pascagoula, MS, watched and cheered today as the Hurricane Hunters from the… https://t.co/62ZFg8uM8x","Shipbuilders at #IngallsShipbuilding in Pascagoula, MS, watched and cheered today as the Hurricane Hunters from the… https://t.co/62ZFg8uM8x",,,"1","7",,"en",
"SPGlobal","2020-05-06 00:26:57","1257829168903045120","Five of Spain's largest lenders reported dramatic profit decreases in the first quarter. South Africa’s largest ban… https://t.co/YV19ZG1rm4","Five of Spain's largest lenders reported dramatic profit decreases in the first quarter. South Africa’s largest ban… https://t.co/YV19ZG1rm4",,,"1","1",,"en",
"ATT","2020-05-06 00:28:36","1257829584398979072","It's ON. #ThisIsNotAGame https://t.co/gSzdS5SPF6","It's ON. #ThisIsNotAGame https://t.co/gSzdS5SPF6",,,"4","15",,"en",
"ProcterGamble","2020-05-06 00:29:47","1257829879162327041","Thanks @AltisimoLive, @MonicaRamirezOH, @EvaLongoria &amp; @enriquesantos for the shout-out! Hispanic communities repre… https://t.co/2icX6O2UtQ","Thanks @AltisimoLive, @MonicaRamirezOH, @EvaLongoria &amp; @enriquesantos for the shout-out! Hispanic communities repre… https://t.co/2icX6O2UtQ",,,"5","14",,"en",
"dish","2020-05-06 00:31:15","1257830248584019971","Dreaming about your own bargain mansion? Watch Tamara Day make it happen on a new episode of #BargainMansions tonig… https://t.co/nB9va7aUgC","Dreaming about your own bargain mansion? Watch Tamara Day make it happen on a new episode of #BargainMansions tonig… https://t.co/nB9va7aUgC",,,"1","6",,"en",
"FOXTV","2020-05-06 00:34:09","1257830978866704389","Grease 2 Live? https://t.co/sSv1CTYfcN","Grease 2 Live? https://t.co/sSv1CTYfcN",,,"16","127",,"en",
"ATT","2020-05-06 00:37:07","1257831727503937549","We celebrate #MilitaryAppreciationMonth with a huge thank you to those who serve, have served, and their families. https://t.co/usELjcTXfQ","We celebrate #MilitaryAppreciationMonth with a huge thank you to those who serve, have served, and their families. https://t.co/usELjcTXfQ",,,"17","44",,"en",
"LiveNation","2020-05-06 00:55:00","1257836225253253121","Check out @diplo &amp; @DillonFrancis streaming LIVE NOW from the #CincoAtHome Benefit Concert presented by… https://t.co/7lIHLws7iT","Check out @diplo &amp; @DillonFrancis streaming LIVE NOW from the #CincoAtHome Benefit Concert presented by… https://t.co/7lIHLws7iT",,,"405","647",,"en",
"FOXTV","2020-05-06 00:59:15","1257837296260280320","We all have that friend... https://t.co/P4IPmKd8im","We all have that friend... https://t.co/P4IPmKd8im",,,"105","595",,"en",
"GoldmanSachs","2020-05-06 01:00:20","1257837570215510016","Eastdil Secured CEO Roy March discusses the future transformation of office space in an episode of #TalksAtGS:… https://t.co/O3gIdExt8X","Eastdil Secured CEO Roy March discusses the future transformation of office space in an episode of #TalksAtGS:… https://t.co/O3gIdExt8X",,,"2","13",,"en",
"Verizon","2020-05-06 01:41:57","1257848041387761669","Thanks to @NateHillTV, @FaZeSway, @Buck &amp; @TheOliverHudson for playing Fortnite on #PayItForwardLIVE to support sma… https://t.co/h1knB4xD1d","Thanks to @NateHillTV, @FaZeSway, @Buck &amp; @TheOliverHudson for playing Fortnite on #PayItForwardLIVE to support sma… https://t.co/h1knB4xD1d",,,"8","16",,"en",
"Equinix","2020-05-06 01:44:01","1257848561716396039","We have cut our carbon footprint by 60% from 2015 through 2019, even as our #DataCenter footprint has doubled. Lear… https://t.co/SeB7rFjO9y","We have cut our carbon footprint by 60% from 2015 through 2019, even as our #DataCenter footprint has doubled. Lear… https://t.co/SeB7rFjO9y",,,"0","0",,"en",
"Adobe","2020-05-06 01:45:03","1257848822757314567","How do you reinvent content without reinventing the wheel? Six companies share their secrets. https://t.co/rv1WB9P5Xx","How do you reinvent content without reinventing the wheel? Six companies share their secrets. https://t.co/rv1WB9P5Xx",,,"4","21",,"en",
"AveryDennison","2020-05-06 01:53:01","1257850826732814342","Take a closer look at our newest TrafficJet™ Pro, with dual roll production! Learn more: https://t.co/TTKGQcfsTO https://t.co/t0A8wXK7qI","Take a closer look at our newest TrafficJet™ Pro, with dual roll production! Learn more: https://t.co/TTKGQcfsTO https://t.co/t0A8wXK7qI",,,"0","4",,"en",
"TheAESCorp","2020-05-06 02:24:01","1257858627026771968","""My alarm clock just went off, and it's hungry!"" Eddie Corcoran, @aes_d_energy  Growth Accountant, is working from… https://t.co/LaLkerBnOR","""My alarm clock just went off, and it's hungry!"" Eddie Corcoran, @aes_d_energy  Growth Accountant, is working from… https://t.co/LaLkerBnOR",,,"1","4",,"en",
"Paycom","2020-05-06 02:43:00","1257863405869969410","Studies show a majority of HR pros agree HR tech is the most efficient way to distribute information to the workfor… https://t.co/9TwTsrk5TN","Studies show a majority of HR pros agree HR tech is the most efficient way to distribute information to the workfor… https://t.co/9TwTsrk5TN",,,"0","1",,"en",
"WabtecCorp","2020-05-06 02:44:08","1257863689941790723","Balaji is this week's #TalentTuesday superstar. Pursuing excellence is one of his main core values but he shows a p… https://t.co/50fsq7HNlj","Balaji is this week's #TalentTuesday superstar. Pursuing excellence is one of his main core values but he shows a p… https://t.co/50fsq7HNlj",,,"1","11",,"en",
"Cisco","2020-05-06 03:08:00","1257869695950209024","Can #IoT and robots help with the current pandemic? How cities must be smarter than ever. https://t.co/HmykIpX8Zi @thinkbigKC #SmartCities","Can #IoT and robots help with the current pandemic? How cities must be smarter than ever. https://t.co/HmykIpX8Zi @thinkbigKC #SmartCities",,,"12","33",,"en",
"mettlertoledo","2020-05-06 05:13:57","1257901393932845056","Comply with the latest ISO regulations and meet your productivity goals, with a risk-based analysis of your calibra… https://t.co/9AEDVGKbHR","Comply with the latest ISO regulations and meet your productivity goals, with a risk-based analysis of your calibra… https://t.co/9AEDVGKbHR",,,"0","0",,"en",
"MSCI_Inc","2020-05-06 05:57:33","1257912366169067520","MSCI in the News: Remy Briand discusses the #ESG evolution at MSCI, and performance amid the pandemic.… https://t.co/qd8glTQ2Kq","MSCI in the News: Remy Briand discusses the #ESG evolution at MSCI, and performance amid the pandemic.… https://t.co/qd8glTQ2Kq",,,"1","1",,"en",
"NorthernTrust","2020-05-06 07:49:49","1257940618065653761","Our global product lead, fund services Kate Webber will be discussing why embracing technology has never been more… https://t.co/mFQtG7I0Yg","Our global product lead, fund services Kate Webber will be discussing why embracing technology has never been more… https://t.co/mFQtG7I0Yg",,,"2","4",,"en",
"FTI_Global","2020-05-06 07:54:14","1257941728134389761","In these times of market volatility, ETFs have generally delivered on the attributes many investors find attractive… https://t.co/5QDVhwaDOa","In these times of market volatility, ETFs have generally delivered on the attributes many investors find attractive… https://t.co/5QDVhwaDOa",,,"2","0",,"en",
"XilinxInc","2020-05-06 08:39:01","1257952999525224449","New white paper provides an architectural overview of the #Versal Premium series, and details on its unique feature… https://t.co/ruH80BZMaO","New white paper provides an architectural overview of the #Versal Premium series, and details on its unique feature… https://t.co/ruH80BZMaO",,,"4","6",,"en",
"Equinix","2020-05-06 08:45:01","1257954511139848199","In 2019, we donated nearly $1.3 million to charities across the globe through our #EquinixImpact program. Explore h… https://t.co/5gXDYw4mjE","In 2019, we donated nearly $1.3 million to charities across the globe through our #EquinixImpact program. Explore h… https://t.co/5gXDYw4mjE",,,"2","4",,"en",
"FTI_Global","2020-05-06 09:00:28","1257958398081056769","Rebalancing one’s portfolio should be part of a comprehensive approach to asset allocation &amp; risk management, says… https://t.co/SFU1mVFaLv","Rebalancing one’s portfolio should be part of a comprehensive approach to asset allocation &amp; risk management, says… https://t.co/SFU1mVFaLv",,,"0","1",,"en",
"amcorpackaging","2020-05-06 09:01:08","1257958565710573568","Find out how much the innovative rigid #packaging industry is set to grow by in 2020. https://t.co/QArUyaqH8C https://t.co/xexWoNwGRh","Find out how much the innovative rigid #packaging industry is set to grow by in 2020. https://t.co/QArUyaqH8C https://t.co/xexWoNwGRh",,,"2","2",,"en",
"WTWcorporate","2020-05-06 09:47:15","1257970171513311232","Even before Covid-19 it was no secret that a pandemic could happen. So how seriously did companies take pandemics i… https://t.co/r3nATTPAUs","Even before Covid-19 it was no secret that a pandemic could happen. So how seriously did companies take pandemics i… https://t.co/r3nATTPAUs",,,"0","2",,"en",
"MMC_Global","2020-05-06 10:00:09","1257973417032200192","The impact of recent #market conditions has resulted in a significant decline in funded status for many… https://t.co/Wspm7K0DWe","The impact of recent #market conditions has resulted in a significant decline in funded status for many… https://t.co/Wspm7K0DWe",,,"1","4",,"en",
"CDWCorp","2020-05-06 10:00:11","1257973427387994113","How would you explain this one to a kindergartner? https://t.co/dOjmKbjBNN https://t.co/9NRPh3iFSt","How would you explain this one to a kindergartner? https://t.co/dOjmKbjBNN https://t.co/9NRPh3iFSt",,,"2","5",,"en",
"SPGlobal","2020-05-06 10:01:26","1257973742497652736",".@SPGlobalRatings has updated their daily breakdown of the economic impact of the #coronavirus. Read the key takeaw… https://t.co/E2ei1dSnze",".@SPGlobalRatings has updated their daily breakdown of the economic impact of the #coronavirus. Read the key takeaw… https://t.co/E2ei1dSnze",,,"0","1",,"en",
"MoodysInvSvc","2020-05-06 10:09:26","1257975755050496000","With #coronavirus business closures hitting profits, Moody’s looks at the credit impact for Europe’s beverage compa… https://t.co/ItjhMjwcVW","With #coronavirus business closures hitting profits, Moody’s looks at the credit impact for Europe’s beverage compa… https://t.co/ItjhMjwcVW",,,"1","0",,"en",
"CVSHealth","2020-05-06 10:32:58","1257981674622771200","News | CVS Health reports first quarter results, provides update on COVID-19 response https://t.co/qP0jQVU1Zb","News | CVS Health reports first quarter results, provides update on COVID-19 response https://t.co/qP0jQVU1Zb",,,"1","11",,"en",
"amcorpackaging","2020-05-06 10:35:04","1257982205764210688","Amcor and Nespresso® win an Alufoil Trophy in Resource Efficiency for our ASI aluminum coffee capsule – a new stand… https://t.co/3otZDJUzt5","Amcor and Nespresso® win an Alufoil Trophy in Resource Efficiency for our ASI aluminum coffee capsule – a new stand… https://t.co/3otZDJUzt5",,,"2","6",,"en",
"Merck","2020-05-06 10:49:33","1257985849616146439","Learn more about our latest news in #infectiousdiseases: https://t.co/g5TlW5cL8x $MRK https://t.co/W5ff4GbPx5","Learn more about our latest news in #infectiousdiseases: https://t.co/g5TlW5cL8x $MRK https://t.co/W5ff4GbPx5",,,"9","14",,"en",
"NiSourceInc","2020-05-06 10:53:50","1257986929741758465","NiSource today announced GAAP net income for the three months ended March 31, 2020, of $61.8 million, or $0.16 per… https://t.co/Caa52AAhxk","NiSource today announced GAAP net income for the three months ended March 31, 2020, of $61.8 million, or $0.16 per… https://t.co/Caa52AAhxk",,,"0","0",,"en",
"TiffanyAndCo","2020-05-06 11:00:01","1257988482875576322","Strong. Independent. Powerful. The new Tiffany T1 collection seamlessly wraps around the wearer to make a statement… https://t.co/O0reEaBPa3","Strong. Independent. Powerful. The new Tiffany T1 collection seamlessly wraps around the wearer to make a statement… https://t.co/O0reEaBPa3",,,"21","146",,"en",
"KCCorp","2020-05-06 11:00:01","1257988483655794688","Our #Kotex brand is committed to ensuring a period never gets in the way of her progress, which is why we are proud… https://t.co/QcODtrCh3k","Our #Kotex brand is committed to ensuring a period never gets in the way of her progress, which is why we are proud… https://t.co/QcODtrCh3k",,,"3","10",,"en",
"WTWcorporate","2020-05-06 11:01:27","1257988844126965760","You need a practical approach for reinventing jobs to optimize combinations of #talent and technology. We’ve got ju… https://t.co/mXlN9HoOxK","You need a practical approach for reinventing jobs to optimize combinations of #talent and technology. We’ve got ju… https://t.co/mXlN9HoOxK",,,"0","0",,"en",
"GlobalPayInc","2020-05-06 11:05:05","1257989759256887299","$GPN Reports Results for First Quarter 2020 #GPNearnings https://t.co/KQOEIvnyVy
https://t.co/NzhagVr5vZ https://t.co/d6xsFBLOCg","$GPN Reports Results for First Quarter 2020 #GPNearnings https://t.co/KQOEIvnyVy
https://t.co/NzhagVr5vZ https://t.co/d6xsFBLOCg",,,"0","0",,"en",
"DiscoveryIncTV","2020-05-06 11:06:10","1257990032251641856","Discovery, Inc. Reports First-Quarter 2020 Results. Read More: https://t.co/4uTEScGDDS https://t.co/A2kIFQs7qz","Discovery, Inc. Reports First-Quarter 2020 Results. Read More: https://t.co/4uTEScGDDS https://t.co/A2kIFQs7qz",,,"3","6",,"en",
"GlobalPayInc","2020-05-06 11:10:05","1257991016625385472","Jeff Sloan, CEO, Global Payments ($GPN) #GPNearnings https://t.co/cWbN7FCICP","Jeff Sloan, CEO, Global Payments ($GPN) #GPNearnings https://t.co/cWbN7FCICP",,,"1","9",,"en",
"GlobalPayInc","2020-05-06 11:15:05","1257992274832691202","Cameron Bready, President and COO, Global Payments ($GPN) #GPNearnings https://t.co/Kze7xN2jxe","Cameron Bready, President and COO, Global Payments ($GPN) #GPNearnings https://t.co/Kze7xN2jxe",,,"1","2",,"en",
"cardinalhealth","2020-05-06 11:15:56","1257992490042503168","Thank you @DiversityInc!  diversityinc: Congratulations to the following companies for making DiversityInc's 2020 T… https://t.co/zrkwEiMuwj","Thank you @DiversityInc!  diversityinc: Congratulations to the following companies for making DiversityInc's 2020 T… https://t.co/zrkwEiMuwj",,,"7","23",,"en",
"GlobalPayInc","2020-05-06 11:17:03","1257992772402978817","Paul Todd, SEVP and CFO, Global Payments ($GPN) #GPNearnings https://t.co/9UcTVhFEp2","Paul Todd, SEVP and CFO, Global Payments ($GPN) #GPNearnings https://t.co/9UcTVhFEp2",,,"1","1",,"en",
"Zoetis","2020-05-06 11:25:45","1257994961603174400","This morning we announced our Q1'20 results. Learn more and tune in to our #earnings webcast at 8:30 am ET today.… https://t.co/RkoQmSLO57","This morning we announced our Q1'20 results. Learn more and tune in to our #earnings webcast at 8:30 am ET today.… https://t.co/RkoQmSLO57",,,"1","11",,"en",
"KelloggCompany","2020-05-06 11:30:12","1257996080660217856","There’s no better way to stay connected then to share an online breakfast with your best friend.… https://t.co/6RTW54ReZc","There’s no better way to stay connected then to share an online breakfast with your best friend.… https://t.co/6RTW54ReZc",,,"3","8",,"en",
"GM","2020-05-06 11:33:52","1257997004313104384","In Q1, we posted income of $0.3B and EBIT-adj. of $1.2B. While COVID-19 has changed the way we do business, we’re p… https://t.co/vkliDPsaH3","In Q1, we posted income of $0.3B and EBIT-adj. of $1.2B. While COVID-19 has changed the way we do business, we’re p… https://t.co/vkliDPsaH3",,,"19","63",,"en",
"AveryDennison","2020-05-06 11:46:01","1258000060924735489","Pressure-sensitive #adhesives are helping appliance assemblers enhance aesthetics, performance and reliability. Lea… https://t.co/95ZkPdLrgT","Pressure-sensitive #adhesives are helping appliance assemblers enhance aesthetics, performance and reliability. Lea… https://t.co/95ZkPdLrgT",,,"1","4",,"en",
"ConsumersEnergy","2020-05-06 11:58:40","1258003245399760896","Did you know that 2-1-1 is available 24 hours a day, 7 days a week, 365 days a year in over 180 languages? They’re… https://t.co/86AeflgDIT","Did you know that 2-1-1 is available 24 hours a day, 7 days a week, 365 days a year in over 180 languages? They’re… https://t.co/86AeflgDIT",,,"5","5",,"en",
"WesternUnion","2020-05-06 12:00:00","1258003578225954816","Our leadership and strong financial position in a historically resilient market gives us confidence that as the wor… https://t.co/5hcF2bBgE2","Our leadership and strong financial position in a historically resilient market gives us confidence that as the wor… https://t.co/5hcF2bBgE2",,,"2","12",,"en",
"CDWCorp","2020-05-06 12:00:05","1258003600598544385","IT certifications = more 💰 in your paycheck. 

In North America, an individual with at least 6 #IT certifications m… https://t.co/hRS2vcVtxa","IT certifications = more 💰 in your paycheck. 

In North America, an individual with at least 6 #IT certifications m… https://t.co/hRS2vcVtxa",,,"2","2",,"en",
"MMC_Global","2020-05-06 12:00:09","1258003617749110784","The @OliverWyman #COVID19 #Pandemic Navigator forecasts the number of new &amp; cumulative #coronavirus cases across ne… https://t.co/RqFkKCIDRM","The @OliverWyman #COVID19 #Pandemic Navigator forecasts the number of new &amp; cumulative #coronavirus cases across ne… https://t.co/RqFkKCIDRM",,,"1","1",,"en",
"mettlertoledo","2020-05-06 12:00:59","1258003825526484997","We want you to be our guest at METTLER TOLEDO Product Inspections Virtual Trade Show. A live experience to discover… https://t.co/bjSjrj41Ch","We want you to be our guest at METTLER TOLEDO Product Inspections Virtual Trade Show. A live experience to discover… https://t.co/bjSjrj41Ch",,,"1","1",,"en",
"Fiserv","2020-05-06 12:01:00","1258003829741817856","Hear about the social impact of financial crime and how technology is mitigating fraud during COVID-19. Listen to t… https://t.co/so1MCWwzmy","Hear about the social impact of financial crime and how technology is mitigating fraud during COVID-19. Listen to t… https://t.co/so1MCWwzmy",,,"3","4",,"en",
"brownforman","2020-05-06 12:01:20","1258003913833426944","Veterans returning from war after WWII were promised jobs at Brown-Forman.

Today, we employ around 130 veterans th… https://t.co/fEQcheG41Z","Veterans returning from war after WWII were promised jobs at Brown-Forman.

Today, we employ around 130 veterans th… https://t.co/fEQcheG41Z",,,"0","8",,"en",
"NiSourceInc","2020-05-06 12:13:11","1258006898802114565","Join CEO Joe Hamrock and CFO Donald Brown on our Q1 2020 investor webcast today at 9 a.m. ET|8 a.m. CT.  To registe… https://t.co/USUe87pUmk","Join CEO Joe Hamrock and CFO Donald Brown on our Q1 2020 investor webcast today at 9 a.m. ET|8 a.m. CT.  To registe… https://t.co/USUe87pUmk",,,"0","0",,"en",
"WesternUnion","2020-05-06 12:15:00","1258007353003175936","In these unprecedented times, Western Union’s philosophy of global community support has never been more relevant.… https://t.co/oqI4l8YWCb","In these unprecedented times, Western Union’s philosophy of global community support has never been more relevant.… https://t.co/oqI4l8YWCb",,,"2","5",,"en",
"AEPnews","2020-05-06 12:15:00","1258007353376624647","Today we report our first-quarter 2020 earnings, prepared in accordance with Generally Accepted Accounting Principl… https://t.co/rQpRFWZbcb","Today we report our first-quarter 2020 earnings, prepared in accordance with Generally Accepted Accounting Principl… https://t.co/rQpRFWZbcb",,,"0","0",,"en",
"AmericanExpress","2020-05-06 12:15:01","1258007359550603264","Our Card Members are turning to contactless payments more than ever, so we raised thresholds for contactless paymen… https://t.co/3pYVoKxG5I","Our Card Members are turning to contactless payments more than ever, so we raised thresholds for contactless paymen… https://t.co/3pYVoKxG5I",,,"4","28",,"en",
"thermofisher","2020-05-06 12:15:05","1258007374088069120","We have updated our MagMax™ Viral/Pathogen kit protocol to eliminate steps and reduce sample input volume with no l… https://t.co/epf34haXTn","We have updated our MagMax™ Viral/Pathogen kit protocol to eliminate steps and reduce sample input volume with no l… https://t.co/epf34haXTn",,,"0","4",,"en",
"F5Networks","2020-05-06 12:15:05","1258007376512331776","We're hearing from a lot of organizations that their technology hasn't kept up with their business continuity needs… https://t.co/tD3WIfQunn","We're hearing from a lot of organizations that their technology hasn't kept up with their business continuity needs… https://t.co/tD3WIfQunn",,,"1","2",,"en",
"AnthemInc","2020-05-06 12:15:12","1258007404249260032","Anthem associates with medical training are joining our Medical Associate Volunteer program, taking paid leave to v… https://t.co/OjWqTc88s7","Anthem associates with medical training are joining our Medical Associate Volunteer program, taking paid leave to v… https://t.co/OjWqTc88s7",,,"0","8",,"en",
"ROKAutomation","2020-05-06 12:17:03","1258007869334536199","Have you thought about utilizing #AR to provide a more efficient way to fix issues your plant? Watch the latest tec… https://t.co/YIyUtXoCKI","Have you thought about utilizing #AR to provide a more efficient way to fix issues your plant? Watch the latest tec… https://t.co/YIyUtXoCKI",,,"1","4",,"en",
"WTWcorporate","2020-05-06 12:20:05","1258008633205538817","Putting #EmployeesFirst means prioritizing hourly workers — a critical #workforce segment. #COVID19… https://t.co/D8cYiZlvGJ","Putting #EmployeesFirst means prioritizing hourly workers — a critical #workforce segment. #COVID19… https://t.co/D8cYiZlvGJ",,,"0","0",,"en",
"Prudential","2020-05-06 12:20:18","1258008688771641344","$PRU: @Prudential Financial, Inc. announces first quarter 2020 results → https://t.co/R6My8T8bIe #Earnings","$PRU: @Prudential Financial, Inc. announces first quarter 2020 results → https://t.co/R6My8T8bIe #Earnings",,,"3","6",,"en",
"Flowserve","2020-05-06 12:25:11","1258009916599566336","Our engineers have the materials application expertise for specialized services at a #Biological #Pharma processing… https://t.co/0TdvXiWlwr","Our engineers have the materials application expertise for specialized services at a #Biological #Pharma processing… https://t.co/0TdvXiWlwr",,,"1","5",,"en",
"Nasdaq","2020-05-06 12:29:42","1258011055210586112","This morning, investors will receive the April ADP Employment Change report which will forecast total job losses. I… https://t.co/GAhfgn7GyE","This morning, investors will receive the April ADP Employment Change report which will forecast total job losses. I… https://t.co/GAhfgn7GyE",,,"3","8",,"en",
"IntlPaperCo","2020-05-06 12:30:08","1258011162807013377","#EarthDay celebrations may have looked a little different this year, but that doesn't make them any less special. A… https://t.co/rvn3C6w8kw","#EarthDay celebrations may have looked a little different this year, but that doesn't make them any less special. A… https://t.co/rvn3C6w8kw",,,"0","4",,"en",
"MarketAxess","2020-05-06 12:30:33","1258011268235042817","A gap remains in #bondmarket transparency in Europe, despite the aims of #MiFIDII. ""That hole in the market creates… https://t.co/Fhsg0kFyt3","A gap remains in #bondmarket transparency in Europe, despite the aims of #MiFIDII. ""That hole in the market creates… https://t.co/Fhsg0kFyt3",,,"1","3",,"en",
"SPGlobal","2020-05-06 12:35:05","1258012408154673152","From @SPGMarketIntel: #Coronavirus #COVID19 induced recession, city budget crunches could squeeze public utilities:… https://t.co/ljciKXFVlo","From @SPGMarketIntel: #Coronavirus #COVID19 induced recession, city budget crunches could squeeze public utilities:… https://t.co/ljciKXFVlo",,,"1","0",,"en",
"HIIndustries","2020-05-06 12:39:48","1258013593104154624","The HII Scholarship Fund deadline is May 18. Learn more about pre-K readiness and post-secondary scholarships for c… https://t.co/6pczT0kKj6","The HII Scholarship Fund deadline is May 18. Learn more about pre-K readiness and post-secondary scholarships for c… https://t.co/6pczT0kKj6",,,"1","0",,"en",
"SPGlobal","2020-05-06 12:43:06","1258014425283530753","Did you miss @DaveErnsberger's live chat this morning? The full video is below. Learn more about the #OilPrice cris… https://t.co/6oYPIx0kMj","Did you miss @DaveErnsberger's live chat this morning? The full video is below. Learn more about the #OilPrice cris… https://t.co/6oYPIx0kMj",,,"0","2",,"en",
"GlobalPayInc","2020-05-06 12:47:08","1258015441924034561","For a reconciliation of non-GAAP metrics to closest GAAP measure &amp; disclosures regarding forward-looking statements… https://t.co/sK8ccr3O3N","For a reconciliation of non-GAAP metrics to closest GAAP measure &amp; disclosures regarding forward-looking statements… https://t.co/sK8ccr3O3N",,,"0","1",,"en",
"abiomedimpella","2020-05-06 12:48:29","1258015779267710980","We are grateful every day for the role nurses play in taking care of patients. Your dedication to patients, especia… https://t.co/g9gZkEDheG","We are grateful every day for the role nurses play in taking care of patients. Your dedication to patients, especia… https://t.co/g9gZkEDheG",,,"3","11",,"en",
"GlobalPayInc","2020-05-06 12:49:38","1258016069832380416","$GPN Reports 1Q20 Earnings. #GPNearnings https://t.co/E0CBlWhFwj","$GPN Reports 1Q20 Earnings. #GPNearnings https://t.co/E0CBlWhFwj",,,"3","3",,"en",
"ANSYS","2020-05-06 12:50:07","1258016190498308097","Just Announced: We've extended our partnership with @TWSemicon to deliver high-speed &amp; high-capacity power integrit… https://t.co/6yC4aC9tJT","Just Announced: We've extended our partnership with @TWSemicon to deliver high-speed &amp; high-capacity power integrit… https://t.co/6yC4aC9tJT",,,"1","1",,"en",
"Akamai","2020-05-06 12:55:13","1258017473057755136","Your remote users require additional security. Start free use of Akamai's secure remote access solution.… https://t.co/lzH23PoKzA","Your remote users require additional security. Start free use of Akamai's secure remote access solution.… https://t.co/lzH23PoKzA",,,"1","4",,"en",
"JacobsConnects","2020-05-06 12:55:14","1258017479286239232","Get to know one of the key Jacobs’ minds behind the inspiring Climate Action Plan → https://t.co/BlskhjUFH6… https://t.co/5LxddSedfD","Get to know one of the key Jacobs’ minds behind the inspiring Climate Action Plan → https://t.co/BlskhjUFH6… https://t.co/5LxddSedfD",,,"0","4",,"en",
"bmsnews","2020-05-06 12:58:50","1258018385411129344","Today we celebrate the dedication and the compassion of nurses who are on the front lines of our struggle against… https://t.co/hHjpOHmTFr","Today we celebrate the dedication and the compassion of nurses who are on the front lines of our struggle against… https://t.co/hHjpOHmTFr",,,"3","41",,"en",
"DukeRealty","2020-05-06 12:59:37","1258018580215615495","Plan to listen to NAIOP SFL’s industrial coffee talk, featuring @DukeRealty’s #stephanierodriguez and other market… https://t.co/V041Ecd3cm","Plan to listen to NAIOP SFL’s industrial coffee talk, featuring @DukeRealty’s #stephanierodriguez and other market… https://t.co/V041Ecd3cm",,,"2","5",,"en",
